제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
삼성전자,갤럭시북2 NT550XEZ-A58A WIN11 16GB램,54.00,https://img.danawa.com/prod_img/500000/334/846/img/19846334_1.jpg?shrink=130:130&_v=20230511093100,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,외장그래픽 /Arc A350M/VRAM:4GB/,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.60,1144130
ASUS,젠북 14X OLED UX3404VA-M9093,62.32,https://img.danawa.com/prod_img/500000/417/820/img/16820417_1.jpg?shrink=130:130&_v=20230410104308,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.70,1948000
에이서,프레데터 Helios 16 PH16-71 4070,43.00,https://img.danawa.com/prod_img/500000/115/578/img/17578115_1.jpg?shrink=130:130&_v=20220802085339,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),16,DDR4/램 용량:16GB/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / UHD Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.80,753510
MSI,크로스헤어 17 B12UGSZ WIN11 64GB램,70.00,https://img.danawa.com/prod_img/500000/340/072/img/19072340_1.jpg?shrink=130:130&_v=20230511091112,인텔 코어i5-13세대 i5-13500H (2.6GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/2880x1800(WQXGA+)/600nit/주사율:120Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.56,1449000
MSI,GF시리즈 Thin GF63 12VE-i5 WIN11 16GB램,90.00,https://img.danawa.com/prod_img/500000/799/159/img/19159799_1.jpg?shrink=130:130&_v=20230302091343,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,2590000
MSI,GP시리즈 Vector GP66 12UGSO QHD,90.00,https://img.danawa.com/prod_img/500000/940/467/img/17467940_1.jpg?shrink=130:130&_v=20230601092041,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,외장그래픽 /RTX3070 Ti/TGP:140W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.80,2160000
한성컴퓨터,TFX3150U Pro,52.40,https://img.danawa.com/prod_img/500000/289/120/img/19120289_1.jpg?shrink=130:130&_v=20230420091042,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1083730
레노버,요가 Slim7 Pro 16ARH7 82UW000GKR,65.00,https://img.danawa.com/prod_img/500000/214/525/img/19525214_1.jpg?shrink=130:130&_v=20230413091206,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,1599000
한성컴퓨터,Bossmonster GTX63 T9X7Q16,47.12,https://img.danawa.com/prod_img/500000/210/473/img/15473210_1.jpg?shrink=130:130&_v=20220916160613,인텔 코어i5-11세대 i5-1135G7 (2.4GHz) 쿼드(4)코어,8,LPDDR4x(온보드) /램 용량:8GB/ 램 교체: 불가능 /,13.3,33.782cm(13.3인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,500,M.2(SATA)/500GB/저장 슬롯:1개/,1.30,654770
한성컴퓨터,올데이롱 TFX6270H,75.00,https://img.danawa.com/prod_img/500000/357/873/img/17873357_1.jpg?shrink=130:130&_v=20230106090132,AMD 라이젠5-5세대 6600HS (3.3GHz) 헥사(6)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,2.08,1367360
HP,오멘 17-ck1037TX,73.00,https://img.danawa.com/prod_img/500000/788/209/img/19209788_1.jpg?shrink=130:130&_v=20230324173319,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1998990
MSI,GF시리즈 Sword GF76 B13VFK WIN11,82.04,https://img.danawa.com/prod_img/500000/779/715/img/17715779_1.jpg?shrink=130:130&_v=20230130123318,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/300nit/주사율:90Hz/,내장그래픽 / Iris Xe /,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.46,1202860
삼성전자,갤럭시북2 NT550XEZ-A38A,83.00,https://img.danawa.com/prod_img/500000/246/628/img/19628246_1.jpg?shrink=130:130&_v=20230511091325,인텔 코어i7-12세대  i7-12800HX (2.0GHz)   16코어(8P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3080 Ti/VRAM:16GB/,1000,M.2(NVMe)/1TB/,2.78,2590000
레노버,요가 Slim7 Pro 14IAP7 82SV0058KR,53.50,https://img.danawa.com/prod_img/500000/885/109/img/19109885_1.jpg?shrink=130:130&_v=20230330091011,인텔 코어i7-13세대 i7-13620H (2.4GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1598830
에이서,스위프트 엣지 OLED SFE16-42-R3TY,43.00,https://img.danawa.com/prod_img/500000/514/227/img/17227514_1.jpg?shrink=130:130&_v=20230419120942,인텔 코어i3-12세대 i3-1215U (1.2GHz) 헥사코어(2P+4E),8,DDR4/램 용량:8GB/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / UHD Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.80,568990
HP,빅터스 15-fa1014TX,61.00,https://img.danawa.com/prod_img/500000/499/674/img/17674499_1.jpg?shrink=130:130&_v=20221006100347,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2880x1800(WQXGA+)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.32,1289000
삼성전자,갤럭시북2 프로 NT950XEE-X71A,54.00,https://img.danawa.com/prod_img/500000/113/026/img/19026113_1.jpg?shrink=130:130&_v=20230417105252,AMD 라이젠7(Zen3+)  7735U (2.7Hz)  옥타(8)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,16,40.8cm(16인치)/3840x2400(4K UHD)/500nit/,내장그래픽 / Radeon 680M /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.17,1564980
MSI,크리에이터 Z16 HX Studio B13VFTO-i9,70.00,https://img.danawa.com/prod_img/500000/054/430/img/19430054_1.jpg?shrink=130:130&_v=20230511091229,인텔 코어i5-13세대 i5-13500H (2.6GHz) 12코어(4P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/VRAM:6GB/,512,M.2(NVMe)/512GB/,2.29,1299000
삼성전자,갤럭시북3 프로360 NT960QFG-KC71G,68.00,https://img.danawa.com/prod_img/500000/924/586/img/16586924_1.jpg?shrink=130:130&_v=20220923142226,인텔 코어i7-12세대 i7-1260P (2.1GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,외장그래픽 /Arc A350M/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.17,1752990
MSI,GP시리즈 Vector GP76 12UGS QHD,90.00,https://img.danawa.com/prod_img/500000/134/410/img/19410134_1.jpg?shrink=130:130&_v=20230504091723,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:120Hz/,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/,1000,M.2(NVMe)/1TB/,2.35,2874040
레노버,요가 Slim7 Carbon 13IRP8 83AY002JKR,76.00,https://img.danawa.com/prod_img/500000/371/936/img/18936371_1.jpg?shrink=130:130&_v=20230316094638,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2880x1800(WQXGA+)/400nit/주사율:120Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.66,2152590
MSI,GP시리즈 Vector GP66 12UH-i7,65.00,https://img.danawa.com/prod_img/500000/332/692/img/16692332_1.jpg?shrink=130:130&_v=20221220164034,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.90,2640000
MSI,써밋 E16 Flip A13VET,50.00,https://img.danawa.com/prod_img/500000/848/581/img/19581848_1.jpg?shrink=130:130&_v=20230504091903,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,13.3,33.78cm(13.3인치)/2560x1600(WQXGA)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,0.97,1490000
에이서,니트로 5 AN515-58-95P5,65.00,https://img.danawa.com/prod_img/500000/037/401/img/17401037_1.jpg?shrink=130:130&_v=20230309090637,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2129560
에이서,스위프트 엣지 OLED SFA16-41-R52D,82.00,https://img.danawa.com/prod_img/500000/104/476/img/19476104_1.jpg?shrink=130:130&_v=20230601091948,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:165Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,1000,M.2(NVMe)/1TB/,2.10,2207040
MSI,GF시리즈 Sword GF76 A11UC 블랙,57.50,https://img.danawa.com/prod_img/500000/256/980/img/17980256_1.jpg?shrink=130:130&_v=20230106090115,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,2.50,2490000
MSI,GF시리즈 Sword GF66 A12UC-i5 블랙 WIN11 16GB램,53.90,https://img.danawa.com/prod_img/500000/736/980/img/17980736_1.jpg?shrink=130:130&_v=20230417105439,AMD 라이젠7 PRO-5세대  6850U (2.7GHz)  옥타(8)코어,16,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,16,40.8cm(16인치)/3840x2400(4K UHD)/500nit/,내장그래픽 / Radeon 680M /,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,1.17,1564980
MSI,GP시리즈 Vector GP77 13VG-i9 QHD WIN11 32GB램,53.50,https://img.danawa.com/prod_img/500000/190/070/img/15070190_1.jpg?shrink=130:130&_v=20230209092255,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.60,1290000
ASUS,비보북 S 16X M5602QA-MB027,53.50,https://img.danawa.com/prod_img/500000/836/613/img/17613836_1.jpg?shrink=130:130&_v=20230126090701,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,959280
LG전자,2023 그램17 17ZD90R-EX79K WIN11,65.00,https://img.danawa.com/prod_img/500000/715/120/img/19120715_1.jpg?shrink=130:130&_v=20230601091518,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,2925570
MSI,GF시리즈 Sword GF76 A12UE,70.00,https://img.danawa.com/prod_img/500000/979/678/img/16678979_1.jpg?shrink=130:130&_v=20221124091957,AMD 라이젠5-4세대 5600H (3.3GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/ 램 교체: 가능(1슬롯) /,16,40.8cm(16인치)/1920x1200(WUXGA)/300nit/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/,1.90,532970
에이서,니트로 5 AN515-58-94SX,90.00,https://img.danawa.com/prod_img/500000/480/992/img/18992480_1.jpg?shrink=130:130&_v=20230518092901,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),32,LPDDR5(온보드)/램 용량:32GB/6000MHz/ 램 교체: 불가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/350nit/,외장그래픽 /RTX3050/VRAM:4GB/,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.45,2348990
MSI,GP시리즈 Vector GP66 12UEO QHD OLED 16GB램,53.50,https://img.danawa.com/prod_img/500000/887/257/img/16257887_1.jpg?shrink=130:130&_v=20220204161415,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1690000
레노버,요가 Slim7 Carbon 13IRP8 83AY002KKR,57.50,https://img.danawa.com/prod_img/500000/199/980/img/17980199_1.jpg?shrink=130:130&_v=20230102090705,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:3개/,2.50,2490000
MSI,크리에이터 M16 A12UC,65.00,https://img.danawa.com/prod_img/500000/493/922/img/18922493_1.jpg?shrink=130:130&_v=20230223132946,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.38,1348990
MSI,GF시리즈 Sword GF76 B12VEK WIN11 32GB램,50.00,https://img.danawa.com/prod_img/500000/145/582/img/19582145_1.jpg?shrink=130:130&_v=20230601092200,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,13.3,33.78cm(13.3인치)/2560x1600(WQXGA)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,1000,M.2(NVMe)/1TB/저장 슬롯:1개/,0.97,1640000
한성컴퓨터,Bossmonster GTX63 T9X6Q16,53.50,https://img.danawa.com/prod_img/500000/383/347/img/16347383_1.jpg?shrink=130:130&_v=20220311132640,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/500nit/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.26,1298990
에이서,스위프트 GO 16 OLED SFG16-71-51BY,53.50,https://img.danawa.com/prod_img/500000/534/238/img/19238534_1.jpg?shrink=130:130&_v=20230307090611,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1457190
MSI,사이보그 15 A12VF,999999.00,https://img.danawa.com/new/noData/img/noImg_130.gif,,999999,,,,,999999,,999999.00,63176
한성컴퓨터,Bossmonster GTX73 N9X7Q24,73.00,https://img.danawa.com/prod_img/500000/578/209/img/19209578_1.jpg?shrink=130:130&_v=20230420165739,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1760730
MSI,모던시리즈 모던 15 B12M-i5,50.00,https://img.danawa.com/prod_img/500000/613/017/img/20017613_1.jpg?shrink=130:130&_v=20230511093333,인텔 코어i5-13세대 i5-13420H (2.1GHz) 옥타코어(4P+4E),16,LPDDR5(온보드)/램 용량:16GB/ 램 교체: 불가능 /,16,40.8cm(16인치)/3200x2000(WQHD+)/500nit/주사율:120Hz/,내장그래픽 / UHD Graphics /,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.60,977750
삼성전자,갤럭시북2 NT550XEZ-A58A 16GB램,53.50,https://img.danawa.com/prod_img/500000/312/355/img/19355312_1.jpg?shrink=130:130&_v=20230330091708,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),8,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1285000
LG전자,2022 그램16(12세대) 16ZD95Q-GX56K WIN11,73.00,https://img.danawa.com/prod_img/500000/280/210/img/19210280_1.jpg?shrink=130:130&_v=20230324173744,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.80,2088000
레노버,요가 Slim7 ProX 14IAH7 82TK009TKR,39.30,https://img.danawa.com/prod_img/500000/517/810/img/19810517_1.jpg?shrink=130:130&_v=20230511092716,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.70,550000
에이서,프레데터 Helios Neo 16 PHN16-71 4060,43.00,https://img.danawa.com/prod_img/500000/064/578/img/17578064_1.jpg?shrink=130:130&_v=20220802084736,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),16,DDR4/램 용량:16GB/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / UHD Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.80,691960
LG전자,2022 그램15(12세대) 15ZD95Q-GX56K WIN11,80.00,https://img.danawa.com/prod_img/500000/244/634/img/18634244_1.jpg?shrink=130:130&_v=20230223092225,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.20,1263080
LG전자,2023 울트라PC 15UD40R-GX36K 16GB램,70.00,https://img.danawa.com/prod_img/500000/479/578/img/19578479_1.jpg?shrink=130:130&_v=20230413091510,인텔 코어i5-12세대 i5-12500H (2.5GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/5200MHz/ 램 교체: 불가능 /,14.5,36.8cm(14.5인치)/3072x1920/400nit/주사율:120Hz/,외장그래픽 /RTX3050/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.45,1399000
한성컴퓨터,Bossmonster GTX73 N9X6Q24,90.00,https://img.danawa.com/prod_img/500000/224/530/img/19530224_1.jpg?shrink=130:130&_v=20230419111515,인텔 코어i7-13세대 i7-13700HX (2.1GHz)  16코어(8P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/500nit/주사율:165Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1760730
에이서,프레데터 Helios 18 PH18-71 4070,80.00,https://img.danawa.com/prod_img/500000/613/631/img/18631613_1.jpg?shrink=130:130&_v=20230209091735,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/350nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.14,1156400
MSI,모던시리즈 모던 14 C7M-R5,49.00,https://img.danawa.com/prod_img/500000/720/244/img/19244720_1.jpg?shrink=130:130&_v=20230525091710,AMD 라이젠3(Zen3)  7330U (2.3Hz)  쿼드(4)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/,내장그래픽 / Radeon Graphics /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.75,561340
MSI,GP시리즈 Vector GP66 12UEO QHD OLED WIN11 16GB램,73.00,https://img.danawa.com/prod_img/500000/139/210/img/19210139_1.jpg?shrink=130:130&_v=20230324173546,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.80,1786000
LG전자,2023 그램16 16ZD90R-GX56K,90.00,https://img.danawa.com/prod_img/500000/186/160/img/19160186_1.jpg?shrink=130:130&_v=20230302091453,인텔 코어i9-13세대 i9-13900HX (2.2GHz)  24코어(8P+16E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,18,45.72cm(18인치)/2560x1600(WQXGA)/300nit/주사율:165Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,3.16,2690000
삼성전자,갤럭시북3 NT750XFT-A71A,39.30,https://img.danawa.com/prod_img/500000/165/475/img/19475165_1.jpg?shrink=130:130&_v=20230504091642,AMD 라이젠5(Zen3)  7530U (2.0Hz)  헥사(6)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.40,548990
MSI,GF시리즈 Sword GF76 B13VFK WIN11 32GB램,65.00,https://img.danawa.com/prod_img/500000/943/922/img/18922943_1.jpg?shrink=130:130&_v=20230330091116,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.38,1501550
삼성전자,갤럭시북3 프로 NT940XFT-A51A,80.00,https://img.danawa.com/prod_img/500000/439/799/img/18799439_1.jpg?shrink=130:130&_v=20230223092448,인텔 코어i5-13세대 i5-1340P (1.9GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/6000MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/350nit/,내장그래픽 / Iris Xe /,256,M.2(NVMe)/256GB/저장 슬롯:2개/,1.20,1478830
